repository,file_name,file_path,file_extension,line_count,character_count,source_code,commit_count,total_files_changed,total_insertions,total_deletions,total_lines_changed,unique_authors
        filepath.write_text(""Hello"", encoding=""utf-8"")
        nlink = filepath.stat().nlink
        linkpath.mklinkto(filepath)
        assert filepath.stat().nlink == nlink + 1

    def test_symlink_are_identical(self, tmpdir):
        filepath = tmpdir.join(""file"")
        filepath.write_text(""Hello"", encoding=""utf-8"")
        linkpath = tmpdir.join(""test"")
        linkpath.mksymlinkto(filepath)
        assert linkpath.readlink() == str(filepath)

    def test_symlink_isfile(self, tmpdir):
        linkpath = tmpdir.join(""test"")
        filepath = tmpdir.join(""file"")
        filepath.write_text("""", encoding=""utf-8"")
        linkpath.mksymlinkto(filepath)
        assert linkpath.check(file=1)
        assert not linkpath.check(link=0, file=1)
        assert linkpath.islink()

    def test_symlink_relative(self, tmpdir):
        linkpath = tmpdir.join(""test"")
        filepath = tmpdir.join(""file"")
        filepath.write_text(""Hello"", encoding=""utf-8"")
        linkpath.mksymlinkto(filepath, absolute=False)
        assert linkpath.readlink() == ""file""
        assert filepath.read_text(encoding=""utf-8"") == linkpath.read_text(
            encoding=""utf-8""
        )

    def test_symlink_not_existing(self, tmpdir):
        linkpath = tmpdir.join(""testnotexisting"")
        assert not linkpath.check(link=1)
        assert linkpath.check(link=0)

    def test_relto_with_root(self, path1, tmpdir):
        y = path1.join(""x"").relto(local(""/""))
        assert y[0] == str(path1)[1]

    def test_visit_recursive_symlink(self, tmpdir):
        linkpath = tmpdir.join(""test"")
        linkpath.mksymlinkto(tmpdir)
        visitor = tmpdir.visit(None, lambda x: x.check(link=0))
        assert list(visitor) == [linkpath]

    def test_symlink_isdir(self, tmpdir):
        linkpath = tmpdir.join(""test"")
        linkpath.mksymlinkto(tmpdir)
        assert linkpath.check(dir=1)
        assert not linkpath.check(link=0, dir=1)

    def test_symlink_remove(self, tmpdir):
        linkpath = tmpdir.join(""test"")
        linkpath.mksymlinkto(linkpath)  # point to itself
        assert linkpath.check(link=1)
        linkpath.remove()
        assert not linkpath.check()

    def test_realpath_file(self, tmpdir):
        linkpath = tmpdir.join(""test"")
        filepath = tmpdir.join(""file"")
        filepath.write_text("""", encoding=""utf-8"")
        linkpath.mksymlinkto(filepath)
        realpath = linkpath.realpath()
        assert realpath.basename == ""file""

    def test_owner(self, path1, tmpdir):
        from grp import getgrgid  # type:ignore[attr-defined,unused-ignore]
        from pwd import getpwuid  # type:ignore[attr-defined,unused-ignore]

        stat = path1.stat()
        assert stat.path == path1

        uid = stat.uid
        gid = stat.gid
        owner = getpwuid(uid)[0]
        group = getgrgid(gid)[0]

        assert uid == stat.uid
        assert owner == stat.owner
        assert gid == stat.gid
        assert group == stat.group

    def test_stat_helpers(self, tmpdir, monkeypatch):
        path1 = tmpdir.ensure(""file"")
        stat1 = path1.stat()
        stat2 = tmpdir.stat()
        assert stat1.isfile()
        assert stat2.isdir()
        assert not stat1.islink()
        assert not stat2.islink()

    def test_stat_non_raising(self, tmpdir):
        path1 = tmpdir.join(""file"")
        with pytest.raises(error.ENOENT):
            path1.stat()
        res = path1.stat(raising=False)
        assert res is None

    def test_atime(self, tmpdir):
        import time

        path = tmpdir.ensure(""samplefile"")
        # Do not use _pytest.timing here, as we do not want time mocking to affect this test.
        now = time.time()
        atime1 = path.atime()
        # we could wait here but timer resolution is very
        # system dependent
        path.read_binary()
        time.sleep(ATIME_RESOLUTION)
        atime2 = path.atime()
        time.sleep(ATIME_RESOLUTION)
        duration = time.time() - now
        assert (atime2 - atime1) <= duration

    def test_commondir(self, path1):
        # XXX This is here in local until we find a way to implement this
        #     using the subversion command line api.
        p1 = path1.join(""something"")
        p2 = path1.join(""otherthing"")
        assert p1.common(p2) == path1
        assert p2.common(p1) == path1

    def test_commondir_nocommon(self, path1):
        # XXX This is here in local until we find a way to implement this
        #     using the subversion command line api.
        p1 = path1.join(""something"")
        p2 = local(path1.sep + ""blabla"")
        assert p1.common(p2) == ""/""

    def test_join_to_root(self, path1):
        root = path1.parts()[0]
        assert len(str(root)) == 1
        assert str(root.join(""a"")) == ""/a""

    def test_join_root_to_root_with_no_abs(self, path1):
        nroot = path1.join(""/"")
        assert str(path1) == str(nroot)
        assert path1 == nroot

    def test_chmod_simple_int(self, path1):
        mode = path1.stat().mode
        path1.chmod(int(mode / 2))
        try:
            assert path1.stat().mode != mode
        finally:
            path1.chmod(mode)
            assert path1.stat().mode == mode

    def test_chmod_rec_int(self, path1):
        # XXX fragile test
        def recfilter(x):
            return x.check(dotfile=0, link=0)

        oldmodes = {}
        for x in path1.visit(rec=recfilter):
            oldmodes[x] = x.stat().mode
        path1.chmod(int(""772"", 8), rec=recfilter)
        try:
            for x in path1.visit(rec=recfilter):
                assert x.stat().mode & int(""777"", 8) == int(""772"", 8)
        finally:
            for x, y in oldmodes.items():
                x.chmod(y)

    def test_copy_archiving(self, tmpdir):
        unicode_fn = ""something-\xe2\x80\x93.txt""
        f = tmpdir.ensure(""a"", unicode_fn)
        a = f.dirpath()
        oldmode = f.stat().mode
        newmode = oldmode ^ 1
        f.chmod(newmode)
        b = tmpdir.join(""b"")
        a.copy(b, mode=True)
        assert b.join(f.basename).stat().mode == newmode

    def test_copy_stat_file(self, tmpdir):
        src = tmpdir.ensure(""src"")
        dst = tmpdir.join(""dst"")
        # a small delay before the copy
        time.sleep(ATIME_RESOLUTION)
        src.copy(dst, stat=True)
        oldstat = src.stat()
        newstat = dst.stat()
        assert oldstat.mode == newstat.mode
        assert (dst.atime() - src.atime()) < ATIME_RESOLUTION
        assert (dst.mtime() - src.mtime()) < ATIME_RESOLUTION

    def test_copy_stat_dir(self, tmpdir):
        test_files = [""a"", ""b"", ""c""]
        src = tmpdir.join(""src"")
        for f in test_files:
            src.join(f).write_text(f, ensure=True, encoding=""utf-8"")
        dst = tmpdir.join(""dst"")
        # a small delay before the copy
        time.sleep(ATIME_RESOLUTION)
        src.copy(dst, stat=True)
        for f in test_files:
            oldstat = src.join(f).stat()
            newstat = dst.join(f).stat()
            assert (newstat.atime - oldstat.atime) < ATIME_RESOLUTION
            assert (newstat.mtime - oldstat.mtime) < ATIME_RESOLUTION
            assert oldstat.mode == newstat.mode

    def test_chown_identity(self, path1):
        owner = path1.stat().owner
        group = path1.stat().group
        path1.chown(owner, group)

    def test_chown_dangling_link(self, path1):
        owner = path1.stat().owner
        group = path1.stat().group
        x = path1.join(""hello"")
        x.mksymlinkto(""qlwkejqwlek"")
        try:
            path1.chown(owner, group, rec=1)
        finally:
            x.remove(rec=0)

    def test_chown_identity_rec_mayfail(self, path1):
        owner = path1.stat().owner
        group = path1.stat().group
        path1.chown(owner, group)


class TestUnicode:
    def test_join_ensure(self, tmpdir, monkeypatch):
        if ""LANG"" not in os.environ:
            pytest.skip(""cannot run test without locale"")
        x = local(tmpdir.strpath)
        part = ""hällo""
        y = x.ensure(part)
        assert x.join(part) == y

    def test_listdir(self, tmpdir):
        if ""LANG"" not in os.environ:
            pytest.skip(""cannot run test without locale"")
        x = local(tmpdir.strpath)
        part = ""hällo""
        y = x.ensure(part)
        assert x.listdir(part)[0] == y

    @pytest.mark.xfail(reason=""changing read/write might break existing usages"")
    def test_read_write(self, tmpdir):
        x = tmpdir.join(""hello"")
        part = ""hällo""
        with ignore_encoding_warning():
            x.write(part)
            assert x.read() == part
            x.write(part.encode(sys.getdefaultencoding()))
            assert x.read() == part.encode(sys.getdefaultencoding())


class TestBinaryAndTextMethods:
    def test_read_binwrite(self, tmpdir):
        x = tmpdir.join(""hello"")
        part = ""hällo""
        part_utf8 = part.encode(""utf8"")
        x.write_binary(part_utf8)
        assert x.read_binary() == part_utf8
        s = x.read_text(encoding=""utf8"")
        assert s == part
        assert isinstance(s, str)

    def test_read_textwrite(self, tmpdir):
        x = tmpdir.join(""hello"")
        part = ""hällo""
        part_utf8 = part.encode(""utf8"")
        x.write_text(part, encoding=""utf8"")
        assert x.read_binary() == part_utf8
        assert x.read_text(encoding=""utf8"") == part

    def test_default_encoding(self, tmpdir):
        x = tmpdir.join(""hello"")
        # Can't use UTF8 as the default encoding (ASCII) doesn't support it
        part = ""hello""
        x.write_text(part, ""ascii"")
        s = x.read_text(""ascii"")
        assert s == part
        assert type(s) is type(part)
",17773,80631,1553431,1121088,2674519,1172
pytest,__init__.py,testing/example_scripts/__init__.py,.py,0,0,,17773,80631,1553431,1121088,2674519,1172
pytest,issue_519.py,testing/example_scripts/issue_519.py,.py,54,1456,"# mypy: allow-untyped-defs
from __future__ import annotations

import pprint

import pytest


def pytest_generate_tests(metafunc):
    if ""arg1"" in metafunc.fixturenames:
        metafunc.parametrize(""arg1"", [""arg1v1"", ""arg1v2""], scope=""module"")

    if ""arg2"" in metafunc.fixturenames:
        metafunc.parametrize(""arg2"", [""arg2v1"", ""arg2v2""], scope=""function"")


@pytest.fixture(scope=""session"")
def checked_order():
    order: list[tuple[str, str, str]] = []

    yield order
    pprint.pprint(order)
    assert order == [
        (""issue_519.py"", ""fix1"", ""arg1v1""),
        (""test_one[arg1v1-arg2v1]"", ""fix2"", ""arg2v1""),
        (""test_one[arg1v1-arg2v2]"", ""fix2"", ""arg2v2""),
        (""test_two[arg1v1-arg2v1]"", ""fix2"", ""arg2v1""),
        (""test_two[arg1v1-arg2v2]"", ""fix2"", ""arg2v2""),
        (""issue_519.py"", ""fix1"", ""arg1v2""),
        (""test_one[arg1v2-arg2v1]"", ""fix2"", ""arg2v1""),
        (""test_one[arg1v2-arg2v2]"", ""fix2"", ""arg2v2""),
        (""test_two[arg1v2-arg2v1]"", ""fix2"", ""arg2v1""),
        (""test_two[arg1v2-arg2v2]"", ""fix2"", ""arg2v2""),
    ]


@pytest.fixture(scope=""module"")
def fix1(request, arg1, checked_order):
    checked_order.append((request.node.name, ""fix1"", arg1))
    yield ""fix1-"" + arg1


@pytest.fixture(scope=""function"")
def fix2(request, fix1, arg2, checked_order):
    checked_order.append((request.node.name, ""fix2"", arg2))
    yield ""fix2-"" + arg2 + fix1


def test_one(fix2):
    pass


def test_two(fix2):
    pass
",17773,80631,1553431,1121088,2674519,1172
pytest,test_fixture_named_request.py,testing/example_scripts/fixtures/test_fixture_named_request.py,.py,13,142,"# mypy: allow-untyped-defs
from __future__ import annotations

import pytest


@pytest.fixture
def request():
    pass


def test():
    pass
",17773,80631,1553431,1121088,2674519,1172
pytest,test_getfixturevalue_dynamic.py,testing/example_scripts/fixtures/test_getfixturevalue_dynamic.py,.py,23,321,"# mypy: allow-untyped-defs
from __future__ import annotations

import pytest


@pytest.fixture
def dynamic():
    pass


@pytest.fixture
def a(request):
    request.getfixturevalue(""dynamic"")


@pytest.fixture
def b(a):
    pass


def test(b, request):
    assert request.fixturenames == [""b"", ""a"", ""request"", ""dynamic""]
",17773,80631,1553431,1121088,2674519,1172
pytest,conftest.py,testing/example_scripts/fixtures/custom_item/conftest.py,.py,18,375,"# mypy: allow-untyped-defs
from __future__ import annotations

import pytest


class CustomItem(pytest.Item):
    def runtest(self):
        pass


class CustomFile(pytest.File):
    def collect(self):
        yield CustomItem.from_parent(name=""foo"", parent=self)


def pytest_collect_file(file_path, parent):
    return CustomFile.from_parent(path=file_path, parent=parent)
",17773,80631,1553431,1121088,2674519,1172
pytest,__init__.py,testing/example_scripts/fixtures/custom_item/foo/__init__.py,.py,0,0,,17773,80631,1553431,1121088,2674519,1172
